Resource,Type,Download
Pivot Table User Guide,PDF,https://data.gov.au/data/dataset/ab245863-4dea-4661-a334-71ee15937130/resource/709d9b7f-b312-49e3-b97c-33d67d51a60b/download/pivot-table-user-guide-v400.pdf
