,Employment to population ratio ;  > Females ;  > Western Australia ;,Employment to population ratio ;  > Females ;  > Tasmania ;,Employment to population ratio ;  > Females ;  > Tasmania ;,Employment to population ratio ;  > Females ;  > Tasmania ;,Employment to population ratio ;  > Females ;  > Northern Territory ;,Employment to population ratio ;  > Females ;  > Northern Territory ;,Employment to population ratio ;  > Females ;  > Australian Capital Territory ;,Employment to population ratio ;  > Females ;  > Australian Capital Territory ;,Unemployed total ;  Persons ;  Australia ;,Unemployed total ;  Persons ;  Australia ;,Unemployed total ;  Persons ;  Australia ;,Unemployed total ;  Persons ;  > New South Wales ;,Unemployed total ;  Persons ;  > New South Wales ;,Unemployed total ;  Persons ;  > New South Wales ;,Unemployed total ;  Persons ;  > Victoria ;,Unemployed total ;  Persons ;  > Victoria ;,Unemployed total ;  Persons ;  > Victoria ;,Unemployed total ;  Persons ;  > Queensland ;,Unemployed total ;  Persons ;  > Queensland ;,Unemployed total ;  Persons ;  > Queensland ;,Unemployed total ;  Persons ;  > South Australia ;,Unemployed total ;  Persons ;  > South Australia ;,Unemployed total ;  Persons ;  > South Australia ;,Unemployed total ;  Persons ;  > Western Australia ;,Unemployed total ;  Persons ;  > Western Australia ;,Unemployed total ;  Persons ;  > Western Australia ;,Unemployed total ;  Persons ;  > Tasmania ;,Unemployed total ;  Persons ;  > Tasmania ;,Unemployed total ;  Persons ;  > Tasmania ;,Unemployed total ;  Persons ;  > Northern Territory ;,Unemployed total ;  Persons ;  > Northern Territory ;,Unemployed total ;  Persons ;  > Australian Capital Territory ;,Unemployed total ;  Persons ;  > Australian Capital Territory ;,Unemployed total ;  > Males ;  Australia ;,Unemployed total ;  > Males ;  Australia ;,Unemployed total ;  > Males ;  Australia ;,Unemployed total ;  > Males ;  > New South Wales ;,Unemployed total ;  > Males ;  > New South Wales ;,Unemployed total ;  > Males ;  > New South Wales ;,Unemployed total ;  > Males ;  > Victoria ;,Unemployed total ;  > Males ;  > Victoria ;,Unemployed total ;  > Males ;  > Victoria ;,Unemployed total ;  > Males ;  > Queensland ;,Unemployed total ;  > Males ;  > Queensland ;,Unemployed total ;  > Males ;  > Queensland ;,Unemployed total ;  > Males ;  > South Australia ;,Unemployed total ;  > Males ;  > South Australia ;,Unemployed total ;  > Males ;  > South Australia ;,Unemployed total ;  > Males ;  > Western Australia ;,Unemployed total ;  > Males ;  > Western Australia ;,Unemployed total ;  > Males ;  > Western Australia ;,Unemployed total ;  > Males ;  > Tasmania ;,Unemployed total ;  > Males ;  > Tasmania ;,Unemployed total ;  > Males ;  > Tasmania ;,Unemployed total ;  > Males ;  > Northern Territory ;,Unemployed total ;  > Males ;  > Northern Territory ;,Unemployed total ;  > Males ;  > Australian Capital Territory ;,Unemployed total ;  > Males ;  > Australian Capital Territory ;,Unemployed total ;  > Females ;  Australia ;,Unemployed total ;  > Females ;  Australia ;,Unemployed total ;  > Females ;  Australia ;,Unemployed total ;  > Females ;  > New South Wales ;,Unemployed total ;  > Females ;  > New South Wales ;,Unemployed total ;  > Females ;  > New South Wales ;,Unemployed total ;  > Females ;  > Victoria ;,Unemployed total ;  > Females ;  > Victoria ;,Unemployed total ;  > Females ;  > Victoria ;,Unemployed total ;  > Females ;  > Queensland ;,Unemployed total ;  > Females ;  > Queensland ;,Unemployed total ;  > Females ;  > Queensland ;,Unemployed total ;  > Females ;  > South Australia ;,Unemployed total ;  > Females ;  > South Australia ;,Unemployed total ;  > Females ;  > South Australia ;,Unemployed total ;  > Females ;  > Western Australia ;,Unemployed total ;  > Females ;  > Western Australia ;,Unemployed total ;  > Females ;  > Western Australia ;,Unemployed total ;  > Females ;  > Tasmania ;,Unemployed total ;  > Females ;  > Tasmania ;,Unemployed total ;  > Females ;  > Tasmania ;,Unemployed total ;  > Females ;  > Northern Territory ;,Unemployed total ;  > Females ;  > Northern Territory ;,Unemployed total ;  > Females ;  > Australian Capital Territory ;,Unemployed total ;  > Females ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  Persons ;  Australia ;,> Unemployed looked for full-time work ;  Persons ;  Australia ;,> Unemployed looked for full-time work ;  Persons ;  Australia ;,> Unemployed looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for full-time work ;  Persons ;  > Victoria ;,> Unemployed looked for full-time work ;  Persons ;  > Queensland ;,> Unemployed looked for full-time work ;  Persons ;  > South Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Males ;  Australia ;,> Unemployed looked for full-time work ;  > Males ;  Australia ;,> Unemployed looked for full-time work ;  > Males ;  Australia ;,> Unemployed looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Males ;  > Victoria ;,> Unemployed looked for full-time work ;  > Males ;  > Queensland ;,> Unemployed looked for full-time work ;  > Males ;  > South Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Females ;  Australia ;,> Unemployed looked for full-time work ;  > Females ;  Australia ;,> Unemployed looked for full-time work ;  > Females ;  Australia ;,> Unemployed looked for full-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Females ;  > Victoria ;,> Unemployed looked for full-time work ;  > Females ;  > Queensland ;,> Unemployed looked for full-time work ;  > Females ;  > South Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Females ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  Persons ;  Australia ;,> Unemployed looked for only part-time work ;  Persons ;  Australia ;,> Unemployed looked for only part-time work ;  Persons ;  Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for only part-time work ;  Persons ;  > Victoria ;,> Unemployed looked for only part-time work ;  Persons ;  > Queensland ;,> Unemployed looked for only part-time work ;  Persons ;  > South Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for only part-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Males ;  Australia ;,> Unemployed looked for only part-time work ;  > Males ;  Australia ;,> Unemployed looked for only part-time work ;  > Males ;  Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Males ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Males ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Males ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Females ;  Australia ;,> Unemployed looked for only part-time work ;  > Females ;  Australia ;,> Unemployed looked for only part-time work ;  > Females ;  Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Females ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Females ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Females ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Females ;  > Australian Capital Territory ;,Unemployment rate ;  Persons ;  Australia ;,Unemployment rate ;  Persons ;  Australia ;,Unemployment rate ;  Persons ;  Australia ;,Unemployment rate ;  Persons ;  > New South Wales ;,Unemployment rate ;  Persons ;  > New South Wales ;,Unemployment rate ;  Persons ;  > New South Wales ;,Unemployment rate ;  Persons ;  > Victoria ;,Unemployment rate ;  Persons ;  > Victoria ;,Unemployment rate ;  Persons ;  > Victoria ;,Unemployment rate ;  Persons ;  > Queensland ;,Unemployment rate ;  Persons ;  > Queensland ;,Unemployment rate ;  Persons ;  > Queensland ;,Unemployment rate ;  Persons ;  > South Australia ;,Unemployment rate ;  Persons ;  > South Australia ;,Unemployment rate ;  Persons ;  > South Australia ;,Unemployment rate ;  Persons ;  > Western Australia ;,Unemployment rate ;  Persons ;  > Western Australia ;,Unemployment rate ;  Persons ;  > Western Australia ;,Unemployment rate ;  Persons ;  > Tasmania ;,Unemployment rate ;  Persons ;  > Tasmania ;,Unemployment rate ;  Persons ;  > Tasmania ;,Unemployment rate ;  Persons ;  > Northern Territory ;,Unemployment rate ;  Persons ;  > Northern Territory ;,Unemployment rate ;  Persons ;  > Australian Capital Territory ;,Unemployment rate ;  Persons ;  > Australian Capital Territory ;,Unemployment rate ;  > Males ;  Australia ;,Unemployment rate ;  > Males ;  Australia ;,Unemployment rate ;  > Males ;  Australia ;,Unemployment rate ;  > Males ;  > New South Wales ;,Unemployment rate ;  > Males ;  > New South Wales ;,Unemployment rate ;  > Males ;  > New South Wales ;,Unemployment rate ;  > Males ;  > Victoria ;,Unemployment rate ;  > Males ;  > Victoria ;,Unemployment rate ;  > Males ;  > Victoria ;,Unemployment rate ;  > Males ;  > Queensland ;,Unemployment rate ;  > Males ;  > Queensland ;,Unemployment rate ;  > Males ;  > Queensland ;,Unemployment rate ;  > Males ;  > South Australia ;,Unemployment rate ;  > Males ;  > South Australia ;,Unemployment rate ;  > Males ;  > South Australia ;,Unemployment rate ;  > Males ;  > Western Australia ;,Unemployment rate ;  > Males ;  > Western Australia ;,Unemployment rate ;  > Males ;  > Western Australia ;,Unemployment rate ;  > Males ;  > Tasmania ;,Unemployment rate ;  > Males ;  > Tasmania ;,Unemployment rate ;  > Males ;  > Tasmania ;,Unemployment rate ;  > Males ;  > Northern Territory ;,Unemployment rate ;  > Males ;  > Northern Territory ;,Unemployment rate ;  > Males ;  > Australian Capital Territory ;,Unemployment rate ;  > Males ;  > Australian Capital Territory ;,Unemployment rate ;  > Females ;  Australia ;,Unemployment rate ;  > Females ;  Australia ;,Unemployment rate ;  > Females ;  Australia ;,Unemployment rate ;  > Females ;  > New South Wales ;,Unemployment rate ;  > Females ;  > New South Wales ;,Unemployment rate ;  > Females ;  > New South Wales ;,Unemployment rate ;  > Females ;  > Victoria ;,Unemployment rate ;  > Females ;  > Victoria ;,Unemployment rate ;  > Females ;  > Victoria ;,Unemployment rate ;  > Females ;  > Queensland ;,Unemployment rate ;  > Females ;  > Queensland ;,Unemployment rate ;  > Females ;  > Queensland ;,Unemployment rate ;  > Females ;  > South Australia ;,Unemployment rate ;  > Females ;  > South Australia ;,Unemployment rate ;  > Females ;  > South Australia ;,Unemployment rate ;  > Females ;  > Western Australia ;,Unemployment rate ;  > Females ;  > Western Australia ;,Unemployment rate ;  > Females ;  > Western Australia ;,Unemployment rate ;  > Females ;  > Tasmania ;,Unemployment rate ;  > Females ;  > Tasmania ;,Unemployment rate ;  > Females ;  > Tasmania ;,Unemployment rate ;  > Females ;  > Northern Territory ;,Unemployment rate ;  > Females ;  > Northern Territory ;,Unemployment rate ;  > Females ;  > Australian Capital Territory ;,Unemployment rate ;  > Females ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  Persons ;  Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  Persons ;  > Victoria ;,> Unemployment rate looked for full-time work ;  Persons ;  > Queensland ;,> Unemployment rate looked for full-time work ;  Persons ;  > South Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  > Males ;  > Victoria ;,> Unemployment rate looked for full-time work ;  > Males ;  > Queensland ;,> Unemployment rate looked for full-time work ;  > Males ;  > South Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Females ;  Australia ;,> Unemployment rate looked for full-time work ;  > Females ;  Australia ;,> Unemployment rate looked for full-time work ;  > Females ;  Australia ;,> Unemployment rate looked for full-time work ;  > Females ;  > New South Wales ;
Unit,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent
Series Type,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original
Data Type,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
Frequency,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
Collection Month,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
