,,,,,,,,,,,
,Time Series Workbook,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,"6202.0 Labour Force, Australia",,,,,,,,,,
,"Table 010. Labour force status by Sex, State and Territory - Trend, Seasonally adjusted and Original",,,,,,,,,,
,,,,,,,,,,,
,,,Enquiries,,,,,,,,
,,,,,,,,,,,
Data Item Description,,,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month
,,,,,,,,,,,
> Employed full-time ;  > Males ;  > Victoria ;,,,Original,A84423581L,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Queensland ;,,,Trend,A84423847K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Queensland ;,,,Seasonally Adjusted,A84423175F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Queensland ;,,,Original,A84423511F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > South Australia ;,,,Trend,A84423931A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > South Australia ;,,,Seasonally Adjusted,A84423259R,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > South Australia ;,,,Original,A84423595A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Western Australia ;,,,Trend,A84423889J,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Western Australia ;,,,Seasonally Adjusted,A84423217T,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Western Australia ;,,,Original,A84423553C,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Tasmania ;,,,Trend,A84423861F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Tasmania ;,,,Seasonally Adjusted,A84423189V,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Tasmania ;,,,Original,A84423525V,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Northern Territory ;,,,Trend,A84423903T,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Northern Territory ;,,,Original,A84423567T,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Australian Capital Territory ;,,,Trend,A84423875V,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Males ;  > Australian Capital Territory ;,,,Original,A84423539J,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  Australia ;,,,Trend,A84423139W,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  Australia ;,,,Seasonally Adjusted,A84423055L,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  Australia ;,,,Original,A84423097K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > New South Wales ;,,,Trend,A84424057K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > New South Wales ;,,,Seasonally Adjusted,A84423385C,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > New South Wales ;,,,Original,A84423721C,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Victoria ;,,,Trend,A84424141A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Victoria ;,,,Seasonally Adjusted,A84423469L,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Victoria ;,,,Original,A84423805L,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Queensland ;,,,Trend,A84424071F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Queensland ;,,,Seasonally Adjusted,A84423399T,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Queensland ;,,,Original,A84423735T,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > South Australia ;,,,Trend,A84424155R,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > South Australia ;,,,Seasonally Adjusted,A84423483J,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > South Australia ;,,,Original,A84423819A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Western Australia ;,,,Trend,A84424113T,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Western Australia ;,,,Seasonally Adjusted,A84423441K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Western Australia ;,,,Original,A84423777R,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Tasmania ;,,,Trend,A84424085V,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Tasmania ;,,,Seasonally Adjusted,A84423413A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Tasmania ;,,,Original,A84423749F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Northern Territory ;,,,Trend,A84424127F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Northern Territory ;,,,Original,A84423791K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Australian Capital Territory ;,,,Trend,A84424099J,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed full-time ;  > Females ;  > Australian Capital Territory ;,,,Original,A84423763A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  Australia ;,,,Trend,A84423126K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  Australia ;,,,Seasonally Adjusted,A84423042A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  Australia ;,,,Original,A84423084X,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > New South Wales ;,,,Original,A84423610L,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > Victoria ;,,,Original,A84423694J,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > Queensland ;,,,Original,A84423624A,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > South Australia ;,,,Original,A84423708K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > Western Australia ;,,,Original,A84423666X,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > Tasmania ;,,,Original,A84423638R,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > Northern Territory ;,,,Original,A84423680V,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  Persons ;  > Australian Capital Territory ;,,,Original,A84423652K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  > Males ;  Australia ;,,,Trend,A84423112W,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  > Males ;  Australia ;,,,Seasonally Adjusted,A84423028F,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  > Males ;  Australia ;,,,Original,A84423070K,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  > Males ;  > New South Wales ;,,,Original,A84423498X,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
> Employed part-time ;  > Males ;  > Victoria ;,,,Original,A84423582R,1978-02-01 00:00:00,2026-06-01 00:00:00,581,000,STOCK,Month,1
