,> Unemployment rate looked for full-time work ;  > Females ;  > Victoria ;,> Unemployment rate looked for full-time work ;  > Females ;  > Queensland ;,> Unemployment rate looked for full-time work ;  > Females ;  > South Australia ;,> Unemployment rate looked for full-time work ;  > Females ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  > Females ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  > Females ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  > Females ;  > Australian Capital Territory ;,> Unemployment rate looked for only part-time work ;  Persons ;  Australia ;,> Unemployment rate looked for only part-time work ;  Persons ;  Australia ;,> Unemployment rate looked for only part-time work ;  Persons ;  Australia ;,> Unemployment rate looked for only part-time work ;  Persons ;  > New South Wales ;,> Unemployment rate looked for only part-time work ;  Persons ;  > Victoria ;,> Unemployment rate looked for only part-time work ;  Persons ;  > Queensland ;,> Unemployment rate looked for only part-time work ;  Persons ;  > South Australia ;,> Unemployment rate looked for only part-time work ;  Persons ;  > Western Australia ;,> Unemployment rate looked for only part-time work ;  Persons ;  > Tasmania ;,> Unemployment rate looked for only part-time work ;  Persons ;  > Northern Territory ;,> Unemployment rate looked for only part-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployment rate looked for only part-time work ;  > Males ;  Australia ;,> Unemployment rate looked for only part-time work ;  > Males ;  Australia ;,> Unemployment rate looked for only part-time work ;  > Males ;  Australia ;,> Unemployment rate looked for only part-time work ;  > Males ;  > New South Wales ;,> Unemployment rate looked for only part-time work ;  > Males ;  > Victoria ;,> Unemployment rate looked for only part-time work ;  > Males ;  > Queensland ;,> Unemployment rate looked for only part-time work ;  > Males ;  > South Australia ;,> Unemployment rate looked for only part-time work ;  > Males ;  > Western Australia ;,> Unemployment rate looked for only part-time work ;  > Males ;  > Tasmania ;,> Unemployment rate looked for only part-time work ;  > Males ;  > Northern Territory ;,> Unemployment rate looked for only part-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployment rate looked for only part-time work ;  > Females ;  Australia ;,> Unemployment rate looked for only part-time work ;  > Females ;  Australia ;,> Unemployment rate looked for only part-time work ;  > Females ;  Australia ;,> Unemployment rate looked for only part-time work ;  > Females ;  > New South Wales ;,> Unemployment rate looked for only part-time work ;  > Females ;  > Victoria ;,> Unemployment rate looked for only part-time work ;  > Females ;  > Queensland ;,> Unemployment rate looked for only part-time work ;  > Females ;  > South Australia ;,> Unemployment rate looked for only part-time work ;  > Females ;  > Western Australia ;,> Unemployment rate looked for only part-time work ;  > Females ;  > Tasmania ;,> Unemployment rate looked for only part-time work ;  > Females ;  > Northern Territory ;,> Unemployment rate looked for only part-time work ;  > Females ;  > Australian Capital Territory ;,Labour force total ;  Persons ;  Australia ;,Labour force total ;  Persons ;  Australia ;,Labour force total ;  Persons ;  Australia ;,Labour force total ;  Persons ;  > New South Wales ;,Labour force total ;  Persons ;  > New South Wales ;,Labour force total ;  Persons ;  > New South Wales ;,Labour force total ;  Persons ;  > Victoria ;,Labour force total ;  Persons ;  > Victoria ;,Labour force total ;  Persons ;  > Victoria ;,Labour force total ;  Persons ;  > Queensland ;,Labour force total ;  Persons ;  > Queensland ;,Labour force total ;  Persons ;  > Queensland ;,Labour force total ;  Persons ;  > South Australia ;,Labour force total ;  Persons ;  > South Australia ;,Labour force total ;  Persons ;  > South Australia ;,Labour force total ;  Persons ;  > Western Australia ;,Labour force total ;  Persons ;  > Western Australia ;,Labour force total ;  Persons ;  > Western Australia ;,Labour force total ;  Persons ;  > Tasmania ;,Labour force total ;  Persons ;  > Tasmania ;,Labour force total ;  Persons ;  > Tasmania ;,Labour force total ;  Persons ;  > Northern Territory ;,Labour force total ;  Persons ;  > Northern Territory ;,Labour force total ;  Persons ;  > Australian Capital Territory ;,Labour force total ;  Persons ;  > Australian Capital Territory ;,Labour force total ;  > Males ;  Australia ;,Labour force total ;  > Males ;  Australia ;,Labour force total ;  > Males ;  Australia ;,Labour force total ;  > Males ;  > New South Wales ;,Labour force total ;  > Males ;  > New South Wales ;,Labour force total ;  > Males ;  > New South Wales ;,Labour force total ;  > Males ;  > Victoria ;,Labour force total ;  > Males ;  > Victoria ;,Labour force total ;  > Males ;  > Victoria ;,Labour force total ;  > Males ;  > Queensland ;,Labour force total ;  > Males ;  > Queensland ;,Labour force total ;  > Males ;  > Queensland ;,Labour force total ;  > Males ;  > South Australia ;,Labour force total ;  > Males ;  > South Australia ;,Labour force total ;  > Males ;  > South Australia ;,Labour force total ;  > Males ;  > Western Australia ;,Labour force total ;  > Males ;  > Western Australia ;,Labour force total ;  > Males ;  > Western Australia ;,Labour force total ;  > Males ;  > Tasmania ;,Labour force total ;  > Males ;  > Tasmania ;,Labour force total ;  > Males ;  > Tasmania ;,Labour force total ;  > Males ;  > Northern Territory ;,Labour force total ;  > Males ;  > Northern Territory ;,Labour force total ;  > Males ;  > Australian Capital Territory ;,Labour force total ;  > Males ;  > Australian Capital Territory ;,Labour force total ;  > Females ;  Australia ;,Labour force total ;  > Females ;  Australia ;,Labour force total ;  > Females ;  Australia ;,Labour force total ;  > Females ;  > New South Wales ;,Labour force total ;  > Females ;  > New South Wales ;,Labour force total ;  > Females ;  > New South Wales ;,Labour force total ;  > Females ;  > Victoria ;,Labour force total ;  > Females ;  > Victoria ;,Labour force total ;  > Females ;  > Victoria ;,Labour force total ;  > Females ;  > Queensland ;,Labour force total ;  > Females ;  > Queensland ;,Labour force total ;  > Females ;  > Queensland ;,Labour force total ;  > Females ;  > South Australia ;,Labour force total ;  > Females ;  > South Australia ;,Labour force total ;  > Females ;  > South Australia ;,Labour force total ;  > Females ;  > Western Australia ;,Labour force total ;  > Females ;  > Western Australia ;,Labour force total ;  > Females ;  > Western Australia ;,Labour force total ;  > Females ;  > Tasmania ;,Labour force total ;  > Females ;  > Tasmania ;,Labour force total ;  > Females ;  > Tasmania ;,Labour force total ;  > Females ;  > Northern Territory ;,Labour force total ;  > Females ;  > Northern Territory ;,Labour force total ;  > Females ;  > Australian Capital Territory ;,Labour force total ;  > Females ;  > Australian Capital Territory ;,Participation rate ;  Persons ;  Australia ;,Participation rate ;  Persons ;  Australia ;,Participation rate ;  Persons ;  Australia ;,Participation rate ;  Persons ;  > New South Wales ;,Participation rate ;  Persons ;  > New South Wales ;,Participation rate ;  Persons ;  > New South Wales ;,Participation rate ;  Persons ;  > Victoria ;,Participation rate ;  Persons ;  > Victoria ;,Participation rate ;  Persons ;  > Victoria ;,Participation rate ;  Persons ;  > Queensland ;,Participation rate ;  Persons ;  > Queensland ;,Participation rate ;  Persons ;  > Queensland ;,Participation rate ;  Persons ;  > South Australia ;,Participation rate ;  Persons ;  > South Australia ;,Participation rate ;  Persons ;  > South Australia ;,Participation rate ;  Persons ;  > Western Australia ;,Participation rate ;  Persons ;  > Western Australia ;,Participation rate ;  Persons ;  > Western Australia ;,Participation rate ;  Persons ;  > Tasmania ;,Participation rate ;  Persons ;  > Tasmania ;,Participation rate ;  Persons ;  > Tasmania ;,Participation rate ;  Persons ;  > Northern Territory ;,Participation rate ;  Persons ;  > Northern Territory ;,Participation rate ;  Persons ;  > Australian Capital Territory ;,Participation rate ;  Persons ;  > Australian Capital Territory ;,Participation rate ;  > Males ;  Australia ;,Participation rate ;  > Males ;  Australia ;,Participation rate ;  > Males ;  Australia ;,Participation rate ;  > Males ;  > New South Wales ;,Participation rate ;  > Males ;  > New South Wales ;,Participation rate ;  > Males ;  > New South Wales ;,Participation rate ;  > Males ;  > Victoria ;,Participation rate ;  > Males ;  > Victoria ;,Participation rate ;  > Males ;  > Victoria ;,Participation rate ;  > Males ;  > Queensland ;,Participation rate ;  > Males ;  > Queensland ;,Participation rate ;  > Males ;  > Queensland ;,Participation rate ;  > Males ;  > South Australia ;,Participation rate ;  > Males ;  > South Australia ;,Participation rate ;  > Males ;  > South Australia ;,Participation rate ;  > Males ;  > Western Australia ;,Participation rate ;  > Males ;  > Western Australia ;,Participation rate ;  > Males ;  > Western Australia ;,Participation rate ;  > Males ;  > Tasmania ;,Participation rate ;  > Males ;  > Tasmania ;,Participation rate ;  > Males ;  > Tasmania ;,Participation rate ;  > Males ;  > Northern Territory ;,Participation rate ;  > Males ;  > Northern Territory ;,Participation rate ;  > Males ;  > Australian Capital Territory ;,Participation rate ;  > Males ;  > Australian Capital Territory ;,Participation rate ;  > Females ;  Australia ;,Participation rate ;  > Females ;  Australia ;,Participation rate ;  > Females ;  Australia ;,Participation rate ;  > Females ;  > New South Wales ;,Participation rate ;  > Females ;  > New South Wales ;,Participation rate ;  > Females ;  > New South Wales ;,Participation rate ;  > Females ;  > Victoria ;,Participation rate ;  > Females ;  > Victoria ;,Participation rate ;  > Females ;  > Victoria ;,Participation rate ;  > Females ;  > Queensland ;,Participation rate ;  > Females ;  > Queensland ;,Participation rate ;  > Females ;  > Queensland ;,Participation rate ;  > Females ;  > South Australia ;,Participation rate ;  > Females ;  > South Australia ;,Participation rate ;  > Females ;  > South Australia ;,Participation rate ;  > Females ;  > Western Australia ;,Participation rate ;  > Females ;  > Western Australia ;,Participation rate ;  > Females ;  > Western Australia ;,Participation rate ;  > Females ;  > Tasmania ;,Participation rate ;  > Females ;  > Tasmania ;,Participation rate ;  > Females ;  > Tasmania ;,Participation rate ;  > Females ;  > Northern Territory ;,Participation rate ;  > Females ;  > Northern Territory ;,Participation rate ;  > Females ;  > Australian Capital Territory ;,Participation rate ;  > Females ;  > Australian Capital Territory ;,Not in the labour force (NILF) ;  Persons ;  Australia ;,Not in the labour force (NILF) ;  Persons ;  > New South Wales ;,Not in the labour force (NILF) ;  Persons ;  > Victoria ;,Not in the labour force (NILF) ;  Persons ;  > Queensland ;,Not in the labour force (NILF) ;  Persons ;  > South Australia ;,Not in the labour force (NILF) ;  Persons ;  > Western Australia ;,Not in the labour force (NILF) ;  Persons ;  > Tasmania ;,Not in the labour force (NILF) ;  Persons ;  > Northern Territory ;,Not in the labour force (NILF) ;  Persons ;  > Australian Capital Territory ;,Not in the labour force (NILF) ;  > Males ;  Australia ;,Not in the labour force (NILF) ;  > Males ;  > New South Wales ;,Not in the labour force (NILF) ;  > Males ;  > Victoria ;,Not in the labour force (NILF) ;  > Males ;  > Queensland ;,Not in the labour force (NILF) ;  > Males ;  > South Australia ;,Not in the labour force (NILF) ;  > Males ;  > Western Australia ;,Not in the labour force (NILF) ;  > Males ;  > Tasmania ;,Not in the labour force (NILF) ;  > Males ;  > Northern Territory ;,Not in the labour force (NILF) ;  > Males ;  > Australian Capital Territory ;,Not in the labour force (NILF) ;  > Females ;  Australia ;,Not in the labour force (NILF) ;  > Females ;  > New South Wales ;,Not in the labour force (NILF) ;  > Females ;  > Victoria ;,Not in the labour force (NILF) ;  > Females ;  > Queensland ;,Not in the labour force (NILF) ;  > Females ;  > South Australia ;,Not in the labour force (NILF) ;  > Females ;  > Western Australia ;,Not in the labour force (NILF) ;  > Females ;  > Tasmania ;,Not in the labour force (NILF) ;  > Females ;  > Northern Territory ;,Not in the labour force (NILF) ;  > Females ;  > Australian Capital Territory ;,Civilian population aged 15 years and over ;  Persons ;  Australia ;,Civilian population aged 15 years and over ;  Persons ;  > New South Wales ;,Civilian population aged 15 years and over ;  Persons ;  > Victoria ;,Civilian population aged 15 years and over ;  Persons ;  > Queensland ;,Civilian population aged 15 years and over ;  Persons ;  > South Australia ;,Civilian population aged 15 years and over ;  Persons ;  > Western Australia ;,Civilian population aged 15 years and over ;  Persons ;  > Tasmania ;,Civilian population aged 15 years and over ;  Persons ;  > Northern Territory ;,Civilian population aged 15 years and over ;  Persons ;  > Australian Capital Territory ;,Civilian population aged 15 years and over ;  > Males ;  Australia ;,Civilian population aged 15 years and over ;  > Males ;  > New South Wales ;,Civilian population aged 15 years and over ;  > Males ;  > Victoria ;,Civilian population aged 15 years and over ;  > Males ;  > Queensland ;,Civilian population aged 15 years and over ;  > Males ;  > South Australia ;,Civilian population aged 15 years and over ;  > Males ;  > Western Australia ;,Civilian population aged 15 years and over ;  > Males ;  > Tasmania ;,Civilian population aged 15 years and over ;  > Males ;  > Northern Territory ;,Civilian population aged 15 years and over ;  > Males ;  > Australian Capital Territory ;,Civilian population aged 15 years and over ;  > Females ;  Australia ;,Civilian population aged 15 years and over ;  > Females ;  > New South Wales ;,Civilian population aged 15 years and over ;  > Females ;  > Victoria ;,Civilian population aged 15 years and over ;  > Females ;  > Queensland ;,Civilian population aged 15 years and over ;  > Females ;  > South Australia ;,Civilian population aged 15 years and over ;  > Females ;  > Western Australia ;,Civilian population aged 15 years and over ;  > Females ;  > Tasmania ;,Civilian population aged 15 years and over ;  > Females ;  > Northern Territory ;,Civilian population aged 15 years and over ;  > Females ;  > Australian Capital Territory ;
Unit,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Series Type,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original
Data Type,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK
Frequency,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
Collection Month,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
