,Employed total ;  Persons ;  Australia ;,Employed total ;  Persons ;  Australia ;,Employed total ;  Persons ;  Australia ;,Employed total ;  Persons ;  > New South Wales ;,Employed total ;  Persons ;  > New South Wales ;,Employed total ;  Persons ;  > New South Wales ;,Employed total ;  Persons ;  > Victoria ;,Employed total ;  Persons ;  > Victoria ;,Employed total ;  Persons ;  > Victoria ;,Employed total ;  Persons ;  > Queensland ;,Employed total ;  Persons ;  > Queensland ;,Employed total ;  Persons ;  > Queensland ;,Employed total ;  Persons ;  > South Australia ;,Employed total ;  Persons ;  > South Australia ;,Employed total ;  Persons ;  > South Australia ;,Employed total ;  Persons ;  > Western Australia ;,Employed total ;  Persons ;  > Western Australia ;,Employed total ;  Persons ;  > Western Australia ;,Employed total ;  Persons ;  > Tasmania ;,Employed total ;  Persons ;  > Tasmania ;,Employed total ;  Persons ;  > Tasmania ;,Employed total ;  Persons ;  > Northern Territory ;,Employed total ;  Persons ;  > Northern Territory ;,Employed total ;  Persons ;  > Australian Capital Territory ;,Employed total ;  Persons ;  > Australian Capital Territory ;,Employed total ;  > Males ;  Australia ;,Employed total ;  > Males ;  Australia ;,Employed total ;  > Males ;  Australia ;,Employed total ;  > Males ;  > New South Wales ;,Employed total ;  > Males ;  > New South Wales ;,Employed total ;  > Males ;  > New South Wales ;,Employed total ;  > Males ;  > Victoria ;,Employed total ;  > Males ;  > Victoria ;,Employed total ;  > Males ;  > Victoria ;,Employed total ;  > Males ;  > Queensland ;,Employed total ;  > Males ;  > Queensland ;,Employed total ;  > Males ;  > Queensland ;,Employed total ;  > Males ;  > South Australia ;,Employed total ;  > Males ;  > South Australia ;,Employed total ;  > Males ;  > South Australia ;,Employed total ;  > Males ;  > Western Australia ;,Employed total ;  > Males ;  > Western Australia ;,Employed total ;  > Males ;  > Western Australia ;,Employed total ;  > Males ;  > Tasmania ;,Employed total ;  > Males ;  > Tasmania ;,Employed total ;  > Males ;  > Tasmania ;,Employed total ;  > Males ;  > Northern Territory ;,Employed total ;  > Males ;  > Northern Territory ;,Employed total ;  > Males ;  > Australian Capital Territory ;,Employed total ;  > Males ;  > Australian Capital Territory ;,Employed total ;  > Females ;  Australia ;,Employed total ;  > Females ;  Australia ;,Employed total ;  > Females ;  Australia ;,Employed total ;  > Females ;  > New South Wales ;,Employed total ;  > Females ;  > New South Wales ;,Employed total ;  > Females ;  > New South Wales ;,Employed total ;  > Females ;  > Victoria ;,Employed total ;  > Females ;  > Victoria ;,Employed total ;  > Females ;  > Victoria ;,Employed total ;  > Females ;  > Queensland ;,Employed total ;  > Females ;  > Queensland ;,Employed total ;  > Females ;  > Queensland ;,Employed total ;  > Females ;  > South Australia ;,Employed total ;  > Females ;  > South Australia ;,Employed total ;  > Females ;  > South Australia ;,Employed total ;  > Females ;  > Western Australia ;,Employed total ;  > Females ;  > Western Australia ;,Employed total ;  > Females ;  > Western Australia ;,Employed total ;  > Females ;  > Tasmania ;,Employed total ;  > Females ;  > Tasmania ;,Employed total ;  > Females ;  > Tasmania ;,Employed total ;  > Females ;  > Northern Territory ;,Employed total ;  > Females ;  > Northern Territory ;,Employed total ;  > Females ;  > Australian Capital Territory ;,Employed total ;  > Females ;  > Australian Capital Territory ;,> Employed full-time ;  Persons ;  Australia ;,> Employed full-time ;  Persons ;  Australia ;,> Employed full-time ;  Persons ;  Australia ;,> Employed full-time ;  Persons ;  > New South Wales ;,> Employed full-time ;  Persons ;  > New South Wales ;,> Employed full-time ;  Persons ;  > New South Wales ;,> Employed full-time ;  Persons ;  > Victoria ;,> Employed full-time ;  Persons ;  > Victoria ;,> Employed full-time ;  Persons ;  > Victoria ;,> Employed full-time ;  Persons ;  > Queensland ;,> Employed full-time ;  Persons ;  > Queensland ;,> Employed full-time ;  Persons ;  > Queensland ;,> Employed full-time ;  Persons ;  > South Australia ;,> Employed full-time ;  Persons ;  > South Australia ;,> Employed full-time ;  Persons ;  > South Australia ;,> Employed full-time ;  Persons ;  > Western Australia ;,> Employed full-time ;  Persons ;  > Western Australia ;,> Employed full-time ;  Persons ;  > Western Australia ;,> Employed full-time ;  Persons ;  > Tasmania ;,> Employed full-time ;  Persons ;  > Tasmania ;,> Employed full-time ;  Persons ;  > Tasmania ;,> Employed full-time ;  Persons ;  > Northern Territory ;,> Employed full-time ;  Persons ;  > Northern Territory ;,> Employed full-time ;  Persons ;  > Australian Capital Territory ;,> Employed full-time ;  Persons ;  > Australian Capital Territory ;,> Employed full-time ;  > Males ;  Australia ;,> Employed full-time ;  > Males ;  Australia ;,> Employed full-time ;  > Males ;  Australia ;,> Employed full-time ;  > Males ;  > New South Wales ;,> Employed full-time ;  > Males ;  > New South Wales ;,> Employed full-time ;  > Males ;  > New South Wales ;,> Employed full-time ;  > Males ;  > Victoria ;,> Employed full-time ;  > Males ;  > Victoria ;,> Employed full-time ;  > Males ;  > Victoria ;,> Employed full-time ;  > Males ;  > Queensland ;,> Employed full-time ;  > Males ;  > Queensland ;,> Employed full-time ;  > Males ;  > Queensland ;,> Employed full-time ;  > Males ;  > South Australia ;,> Employed full-time ;  > Males ;  > South Australia ;,> Employed full-time ;  > Males ;  > South Australia ;,> Employed full-time ;  > Males ;  > Western Australia ;,> Employed full-time ;  > Males ;  > Western Australia ;,> Employed full-time ;  > Males ;  > Western Australia ;,> Employed full-time ;  > Males ;  > Tasmania ;,> Employed full-time ;  > Males ;  > Tasmania ;,> Employed full-time ;  > Males ;  > Tasmania ;,> Employed full-time ;  > Males ;  > Northern Territory ;,> Employed full-time ;  > Males ;  > Northern Territory ;,> Employed full-time ;  > Males ;  > Australian Capital Territory ;,> Employed full-time ;  > Males ;  > Australian Capital Territory ;,> Employed full-time ;  > Females ;  Australia ;,> Employed full-time ;  > Females ;  Australia ;,> Employed full-time ;  > Females ;  Australia ;,> Employed full-time ;  > Females ;  > New South Wales ;,> Employed full-time ;  > Females ;  > New South Wales ;,> Employed full-time ;  > Females ;  > New South Wales ;,> Employed full-time ;  > Females ;  > Victoria ;,> Employed full-time ;  > Females ;  > Victoria ;,> Employed full-time ;  > Females ;  > Victoria ;,> Employed full-time ;  > Females ;  > Queensland ;,> Employed full-time ;  > Females ;  > Queensland ;,> Employed full-time ;  > Females ;  > Queensland ;,> Employed full-time ;  > Females ;  > South Australia ;,> Employed full-time ;  > Females ;  > South Australia ;,> Employed full-time ;  > Females ;  > South Australia ;,> Employed full-time ;  > Females ;  > Western Australia ;,> Employed full-time ;  > Females ;  > Western Australia ;,> Employed full-time ;  > Females ;  > Western Australia ;,> Employed full-time ;  > Females ;  > Tasmania ;,> Employed full-time ;  > Females ;  > Tasmania ;,> Employed full-time ;  > Females ;  > Tasmania ;,> Employed full-time ;  > Females ;  > Northern Territory ;,> Employed full-time ;  > Females ;  > Northern Territory ;,> Employed full-time ;  > Females ;  > Australian Capital Territory ;,> Employed full-time ;  > Females ;  > Australian Capital Territory ;,> Employed part-time ;  Persons ;  Australia ;,> Employed part-time ;  Persons ;  Australia ;,> Employed part-time ;  Persons ;  Australia ;,> Employed part-time ;  Persons ;  > New South Wales ;,> Employed part-time ;  Persons ;  > Victoria ;,> Employed part-time ;  Persons ;  > Queensland ;,> Employed part-time ;  Persons ;  > South Australia ;,> Employed part-time ;  Persons ;  > Western Australia ;,> Employed part-time ;  Persons ;  > Tasmania ;,> Employed part-time ;  Persons ;  > Northern Territory ;,> Employed part-time ;  Persons ;  > Australian Capital Territory ;,> Employed part-time ;  > Males ;  Australia ;,> Employed part-time ;  > Males ;  Australia ;,> Employed part-time ;  > Males ;  Australia ;,> Employed part-time ;  > Males ;  > New South Wales ;,> Employed part-time ;  > Males ;  > Victoria ;,> Employed part-time ;  > Males ;  > Queensland ;,> Employed part-time ;  > Males ;  > South Australia ;,> Employed part-time ;  > Males ;  > Western Australia ;,> Employed part-time ;  > Males ;  > Tasmania ;,> Employed part-time ;  > Males ;  > Northern Territory ;,> Employed part-time ;  > Males ;  > Australian Capital Territory ;,> Employed part-time ;  > Females ;  Australia ;,> Employed part-time ;  > Females ;  Australia ;,> Employed part-time ;  > Females ;  Australia ;,> Employed part-time ;  > Females ;  > New South Wales ;,> Employed part-time ;  > Females ;  > Victoria ;,> Employed part-time ;  > Females ;  > Queensland ;,> Employed part-time ;  > Females ;  > South Australia ;,> Employed part-time ;  > Females ;  > Western Australia ;,> Employed part-time ;  > Females ;  > Tasmania ;,> Employed part-time ;  > Females ;  > Northern Territory ;,> Employed part-time ;  > Females ;  > Australian Capital Territory ;,Employment to population ratio ;  Persons ;  Australia ;,Employment to population ratio ;  Persons ;  Australia ;,Employment to population ratio ;  Persons ;  Australia ;,Employment to population ratio ;  Persons ;  > New South Wales ;,Employment to population ratio ;  Persons ;  > New South Wales ;,Employment to population ratio ;  Persons ;  > New South Wales ;,Employment to population ratio ;  Persons ;  > Victoria ;,Employment to population ratio ;  Persons ;  > Victoria ;,Employment to population ratio ;  Persons ;  > Victoria ;,Employment to population ratio ;  Persons ;  > Queensland ;,Employment to population ratio ;  Persons ;  > Queensland ;,Employment to population ratio ;  Persons ;  > Queensland ;,Employment to population ratio ;  Persons ;  > South Australia ;,Employment to population ratio ;  Persons ;  > South Australia ;,Employment to population ratio ;  Persons ;  > South Australia ;,Employment to population ratio ;  Persons ;  > Western Australia ;,Employment to population ratio ;  Persons ;  > Western Australia ;,Employment to population ratio ;  Persons ;  > Western Australia ;,Employment to population ratio ;  Persons ;  > Tasmania ;,Employment to population ratio ;  Persons ;  > Tasmania ;,Employment to population ratio ;  Persons ;  > Tasmania ;,Employment to population ratio ;  Persons ;  > Northern Territory ;,Employment to population ratio ;  Persons ;  > Northern Territory ;,Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Employment to population ratio ;  > Males ;  Australia ;,Employment to population ratio ;  > Males ;  Australia ;,Employment to population ratio ;  > Males ;  Australia ;,Employment to population ratio ;  > Males ;  > New South Wales ;,Employment to population ratio ;  > Males ;  > New South Wales ;,Employment to population ratio ;  > Males ;  > New South Wales ;,Employment to population ratio ;  > Males ;  > Victoria ;,Employment to population ratio ;  > Males ;  > Victoria ;,Employment to population ratio ;  > Males ;  > Victoria ;,Employment to population ratio ;  > Males ;  > Queensland ;,Employment to population ratio ;  > Males ;  > Queensland ;,Employment to population ratio ;  > Males ;  > Queensland ;,Employment to population ratio ;  > Males ;  > South Australia ;,Employment to population ratio ;  > Males ;  > South Australia ;,Employment to population ratio ;  > Males ;  > South Australia ;,Employment to population ratio ;  > Males ;  > Western Australia ;,Employment to population ratio ;  > Males ;  > Western Australia ;,Employment to population ratio ;  > Males ;  > Western Australia ;,Employment to population ratio ;  > Males ;  > Tasmania ;,Employment to population ratio ;  > Males ;  > Tasmania ;,Employment to population ratio ;  > Males ;  > Tasmania ;,Employment to population ratio ;  > Males ;  > Northern Territory ;,Employment to population ratio ;  > Males ;  > Northern Territory ;,Employment to population ratio ;  > Males ;  > Australian Capital Territory ;,Employment to population ratio ;  > Males ;  > Australian Capital Territory ;,Employment to population ratio ;  > Females ;  Australia ;,Employment to population ratio ;  > Females ;  Australia ;,Employment to population ratio ;  > Females ;  Australia ;,Employment to population ratio ;  > Females ;  > New South Wales ;,Employment to population ratio ;  > Females ;  > New South Wales ;,Employment to population ratio ;  > Females ;  > New South Wales ;,Employment to population ratio ;  > Females ;  > Victoria ;,Employment to population ratio ;  > Females ;  > Victoria ;,Employment to population ratio ;  > Females ;  > Victoria ;,Employment to population ratio ;  > Females ;  > Queensland ;,Employment to population ratio ;  > Females ;  > Queensland ;,Employment to population ratio ;  > Females ;  > Queensland ;,Employment to population ratio ;  > Females ;  > South Australia ;,Employment to population ratio ;  > Females ;  > South Australia ;,Employment to population ratio ;  > Females ;  > South Australia ;,Employment to population ratio ;  > Females ;  > Western Australia ;,Employment to population ratio ;  > Females ;  > Western Australia ;
Unit,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent,Percent
Series Type,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Original,Original,Original,Original,Original,Original,Original,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Original,Trend,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted,Original,Trend,Seasonally Adjusted
Data Type,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,STOCK,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
Frequency,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
Collection Month,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Series Start,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00,1978-02-01 00:00:00
