Resource,Type,Download
Pivot Table User Guide,PDF,https://data.gov.au/data/dataset/324aa4f7-46bb-4d56-bc2d-772333a2317e/resource/39e7d9ba-ba9d-47e2-9d8f-3708444506a1/download/pivot-table-user-guide-v400.pdf
